userid,user,pageid,revid,parentid,ns,title,timestamp,comment,texthidden,suppressed,date
10075168,TedderBot,39250531,552961005,552867287,0,2013 Prague explosion,2013-04-30T23:20:08Z,"[[User:TedderBot/CurrentPruneBot|remove stale current-event template]], please see [[WP:CET]]. (bot edit)",NA,NA,2013-04-30
39197131,Yapperbot,73494909,1150462710,1150435277,0,2023 Miyakojima helicopter crash,2023-04-18T10:03:20Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-18
39197131,Yapperbot,73563331,1150447769,1150417881,0,Battle of Khartoum (2023–2025),2023-04-18T07:15:05Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-18
39197131,Yapperbot,27421,1150371642,1150325662,0,Sudan,2023-04-17T20:01:51Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-17
39197131,Yapperbot,73561136,1150216053,1150169421,0,Kirkerup,2023-04-16T23:00:27Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-16
39197131,Yapperbot,73551013,1150062747,1150024443,0,Attempted assassination of Fumio Kishida,2023-04-16T04:00:57Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-16
39197131,Yapperbot,23667679,1150043546,1150008816,0,Raju Pal,2023-04-16T01:01:17Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-16
39197131,Yapperbot,73493731,1149984430,1149939599,0,2022–2023 Pentagon document leaks,2023-04-15T17:01:02Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-15
39197131,Yapperbot,73537776,1149887026,1149853470,0,2023 Fort Lauderdale floods,2023-04-15T02:01:48Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-15
39197131,Yapperbot,72800156,1149799974,1149761403,0,2023 French pension reform strikes,2023-04-14T14:01:03Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-14
39197131,Yapperbot,73493731,1149620932,1149589938,0,2022–2023 Pentagon document leaks,2023-04-13T11:00:33Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-13
39197131,Yapperbot,73524835,1149457655,1149431286,0,"Richmond, Indiana, facility fire",2023-04-12T11:01:02Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-12
39197131,Yapperbot,73515979,1149329450,1149293388,0,2023 Rutgers University strike,2023-04-11T15:01:17Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-11
39197131,Yapperbot,73511092,1149207143,1149155232,0,2023 Marseille building collapse,2023-04-10T20:00:47Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-10
39197131,Yapperbot,73510972,1149173424,1149128242,0,2023 Burkina Faso attacks,2023-04-10T16:00:31Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-10
39197131,Yapperbot,73494909,1148794500,1148766424,0,2023 Miyakojima helicopter crash,2023-04-08T11:01:01Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-08
39197131,Yapperbot,73493731,1148789194,1148759761,0,2022–2023 Pentagon document leaks,2023-04-08T10:01:31Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-08
39197131,Yapperbot,73423387,1148639484,1148609683,0,Prosecution of Donald Trump in New York,2023-04-07T12:00:31Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-07
39197131,Yapperbot,69619764,1148568393,1148523649,0,2023 Pakistani census,2023-04-07T00:02:31Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-07
39197131,Yapperbot,52169647,1148499332,1148466376,0,Finland–NATO relations,2023-04-06T15:01:14Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-06
39197131,Yapperbot,17971449,1148334770,1148302423,0,Member states of NATO,2023-04-05T15:02:43Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-05
39197131,Yapperbot,73446607,1148224826,1148186632,0,Assassination of Vladlen Tatarsky,2023-04-04T21:01:07Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-04
39197131,Yapperbot,73435244,1147829545,1147797977,0,"Apollo Theatre (Belvidere, Illinois)",2023-04-02T13:00:30Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-02
39197131,Yapperbot,73435628,1147673599,1147645073,0,2023 Pakistan ration distribution stampedes,2023-04-01T13:00:31Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-01
39197131,Yapperbot,110819,1147673596,1147644297,0,"Belvidere, Illinois",2023-04-01T13:00:29Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-01
39197131,Yapperbot,14665445,1147629345,1147592663,0,List of Boston Bruins records,2023-04-01T05:00:45Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-04-01
39197131,Yapperbot,73430690,1147588804,1147550045,0,Amritpal Singh manhunt,2023-03-31T23:00:14Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-31
39197131,Yapperbot,73418401,1147566209,1147522359,0,2023 Pakistan election delay case,2023-03-31T20:00:29Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-31
39197131,Yapperbot,73418579,1147375982,1147343605,0,Disqualification of Rahul Gandhi,2023-03-30T15:00:45Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-30
39197131,Yapperbot,72800156,1147313664,1147279488,0,2023 French pension reform strikes,2023-03-30T04:00:31Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-30
39197131,Yapperbot,73402565,1147170796,1147139852,0,2023 Lisbon Ismaili Centre stabbing,2023-03-29T08:00:31Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-29
39197131,Yapperbot,73375588,1147170795,1147141477,0,2023 Pennsylvania chocolate factory explosion,2023-03-29T08:00:31Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-29
39197131,Yapperbot,73400817,1147089224,1147044383,0,2023 German public transport strike,2023-03-28T20:00:16Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-28
39197131,Yapperbot,54469863,1146885077,1146848249,0,Jonathan Majors,2023-03-27T15:00:16Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-27
39197131,Yapperbot,73375588,1146858043,1146828883,0,2023 Pennsylvania chocolate factory explosion,2023-03-27T11:00:30Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-27
39197131,Yapperbot,73227389,1146584604,1146543797,0,MT Princess Empress oil spill,2023-03-25T20:00:16Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-25
39197131,Yapperbot,73328122,1146068765,1146028956,0,Acquisition of Credit Suisse by UBS,2023-03-22T16:00:45Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-22
39197131,Yapperbot,73341078,1145858083,1145821207,0,Haripur rocket attack,2023-03-21T11:00:31Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-21
39197131,Yapperbot,73334437,1145785114,1145738734,0,2023 visit by Xi Jinping to Russia,2023-03-21T00:00:30Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-21
39197131,Yapperbot,73327359,1145725357,1145676225,0,Khalistan Referendum,2023-03-20T17:00:45Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",TRUE,NA,2023-03-20
39197131,Yapperbot,73329170,1145699103,1145662920,0,2023 South African National Shutdown,2023-03-20T14:00:30Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-20
39197131,Yapperbot,72800156,1145490791,1145451659,0,2023 French pension reform strikes,2023-03-19T12:00:46Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-19
39197131,Yapperbot,73304595,1145066057,1145028170,0,2023 Turkey floods,2023-03-17T03:00:42Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-17
39197131,Yapperbot,37645001,1144969747,1144923382,0,Silicon Valley Bank,2023-03-16T15:00:27Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-16
39197131,Yapperbot,73294480,1144852771,1144806741,0,2023 Imran Khan arrest attempts,2023-03-15T23:00:43Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-15
39197131,Yapperbot,73146608,1144852770,1144806923,0,Las Anod conflict (2023–present),2023-03-15T23:00:42Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-15
39197131,Yapperbot,73291356,1144800112,1144754571,0,2023 Pakistani protests,2023-03-15T17:00:27Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-15
39197131,Yapperbot,73275198,1144751153,1144718603,0,2023 United States banking crisis,2023-03-15T11:00:27Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-15
39197131,Yapperbot,73264122,1144719963,1144675085,0,March 2023 California floods,2023-03-15T06:00:57Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-15
39197131,Yapperbot,73283618,1144699042,1144649769,0,2023 Amqui truck attack,2023-03-15T03:00:42Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-15
39197131,Yapperbot,30293978,1144658555,1144610257,0,The Agenda Project,2023-03-14T22:00:27Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-14
39197131,Yapperbot,50511734,1144510249,1144467335,0,Signature Bank,2023-03-14T04:00:57Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-14
39197131,Yapperbot,73264980,1144310442,1144262316,0,March 2023 Rajshahi University unrest,2023-03-13T01:00:28Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-13
39197131,Yapperbot,73264980,1144117084,1144074608,0,March 2023 Rajshahi University unrest,2023-03-11T23:00:27Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-11
39197131,Yapperbot,73231651,1143857280,1143829565,0,2023–2024 Georgian protests,2023-03-10T10:00:28Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-10
39197131,Yapperbot,73248558,1143807482,1143768812,0,Tempi train crash protests,2023-03-10T01:00:21Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-10
39197131,Yapperbot,73219250,1143664020,1143629558,0,Bolan suicide bombing,2023-03-09T04:00:36Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-09
39197131,Yapperbot,73231651,1143503356,1143470018,0,2023–2024 Georgian protests,2023-03-08T04:00:36Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-08
39197131,Yapperbot,73229605,1143491855,1143451747,0,2023 Gulistan explosion,2023-03-08T02:00:36Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-08
39197131,Yapperbot,73227389,1143470255,1143432009,0,MT Princess Empress oil spill,2023-03-07T23:00:36Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-07
39197131,Yapperbot,73223175,1143366397,1143332746,0,2023 Nouakchott prison break,2023-03-07T09:00:36Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-07
39197131,Yapperbot,73201799,1143360285,1143326225,0,2023–2024 transport strikes in the Philippines,2023-03-07T08:00:36Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-07
39197131,Yapperbot,73219741,1143315995,1143263874,0,2023 Serasan landslide,2023-03-07T01:00:21Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-07
39197131,Yapperbot,73219388,1143305821,1143256014,0,2023 Kutupalong refugee camp fire,2023-03-07T00:00:36Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-07
39197131,Yapperbot,73203348,1143287365,1143236069,0,Cyclones Judy and Kevin,2023-03-06T22:00:36Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-06
39197131,Yapperbot,30912003,1143062499,1143018648,0,Roel Degamo,2023-03-05T19:00:21Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-05
39197131,Yapperbot,73203348,1143009818,1142971329,0,Cyclones Judy and Kevin,2023-03-05T13:00:21Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-05
39197131,Yapperbot,71448029,1142974620,1142929838,0,Battle of Bakhmut,2023-03-05T08:00:36Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-05
39197131,Yapperbot,73196911,1142818717,1142778202,0,2023 Plumpang oil depot fire,2023-03-04T15:00:20Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-04
39197131,Yapperbot,57306952,1142746580,1142703485,0,Nation Alliance (Turkey),2023-03-04T04:00:36Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-04
39197131,Yapperbot,73187193,1142722341,1142671082,0,2023 Bryansk Oblast raid,2023-03-04T01:00:35Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-04
39197131,Yapperbot,66692273,1142586167,1142550425,0,COVID-19 lab leak theory,2023-03-03T07:00:35Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-03
39197131,Yapperbot,70445940,1142335269,1142282794,0,2022–2023 global food crises,2023-03-01T21:00:20Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-01
39197131,Yapperbot,73153713,1142261228,1142231356,0,Murder of Abby Choi,2023-03-01T12:00:36Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-01
39197131,Yapperbot,73166978,1142216188,1142169552,0,2023 Nuevo Laredo military shooting,2023-03-01T04:00:51Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-03-01
39197131,Yapperbot,66692273,1142069801,1142036378,0,COVID-19 lab leak theory,2023-02-28T10:00:20Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-02-28
39197131,Yapperbot,73154433,1142005385,1141961803,0,2023 Huwara shooting,2023-02-28T01:00:35Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-02-28
39197131,Yapperbot,73151159,1141856306,1141814456,0,2023 University of Manchester protests,2023-02-27T05:00:34Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-02-27
39197131,Yapperbot,72739427,1141516792,1141477474,0,54th NAACP Image Awards,2023-02-25T13:00:19Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-02-25
39197131,Yapperbot,72850162,1141304219,1141268417,0,Trial of Alex Murdaugh,2023-02-24T11:00:19Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-02-24
39197131,Yapperbot,72754842,1141093238,1141057017,0,2023 Veikkausliiga,2023-02-23T09:00:18Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-02-23
39197131,Yapperbot,73108298,1141066170,1141023817,0,February 2023 Nablus incursion,2023-02-23T05:00:33Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-02-23
39197131,Yapperbot,72210736,1141014988,1140958236,0,"Brandon Miller (basketball, born 2002)",2023-02-22T23:00:18Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-02-22
39197131,Yapperbot,73099609,1140890508,1140851927,0,February 2023 North American winter storm,2023-02-22T08:00:33Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-02-22
39197131,Yapperbot,73093169,1140718428,1140678482,0,2023 Bedford explosion,2023-02-21T12:00:33Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-02-21
39197131,Yapperbot,72928582,1140462818,1140409445,0,Death of Nicola Bulley,2023-02-20T05:00:33Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-02-20
39197131,Yapperbot,73063164,1140310454,1140267440,0,2023 Arkabutla shootings,2023-02-19T14:00:33Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-02-19
39197131,Yapperbot,73044474,1140302047,1140264814,0,2023 Asbury revival,2023-02-19T13:00:33Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-02-19
39197131,Yapperbot,73074529,1140293221,1140254538,0,2023 Damascus airstrike,2023-02-19T12:00:33Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-02-19
39197131,Yapperbot,73044710,1139932733,1139883636,0,2023 El Paso shooting,2023-02-17T16:00:33Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-02-17
39197131,Yapperbot,73044474,1139902900,1139866006,0,2023 Asbury revival,2023-02-17T13:00:33Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-02-17
39197131,Yapperbot,12617038,1139858898,1139812620,0,Cielo Vista Mall,2023-02-17T07:00:33Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-02-17
39197131,Yapperbot,73039774,1139850503,1139809840,0,2023 Scottish National Party leadership election,2023-02-17T06:00:33Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-02-17
39197131,Yapperbot,72966040,1139445811,1139402719,0,Humanitarian response to the 2023 Turkey–Syria earthquakes,2023-02-15T05:00:31Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-02-15
39197131,Yapperbot,36990360,1139414687,1139365312,0,Rodne Galicha,2023-02-15T01:00:15Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-02-15
39197131,Yapperbot,73016176,1139388344,1139334076,0,2023 Lake Huron high-altitude object,2023-02-14T22:00:15Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-02-14
39197131,Yapperbot,1164696,1139262017,1139223089,0,Pierre Palmade,2023-02-14T06:00:30Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2023-02-14
