userid,user,pageid,revid,parentid,ns,title,timestamp,comment,texthidden,date
1670386,Yellowdesk,12433901,151100111,151091816,0,Slacker Cats,2007-08-14T04:08:48Z,"Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-14
1670386,Yellowdesk,8829845,151099879,151081536,0,Big Brother (British TV series) series 8,2007-08-14T04:07:18Z,Removed {{Current|date=May 2007}}. Activity on this article does not warrent it. Tag intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]],NA,2007-08-14
1670386,Yellowdesk,12757809,151099660,151083916,0,2007 Chinese export recalls,2007-08-14T04:05:51Z,"Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-14
1670386,Yellowdesk,155608,151099492,151091070,0,Ma Ying-jeou,2007-08-14T04:04:44Z,"Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-14
1670386,Yellowdesk,232186,151099386,150996634,0,M40 motorway,2007-08-14T04:03:59Z,"/* August 2007 shooting */ Note: Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-14
1670386,Yellowdesk,12664642,150969578,150962799,0,Crandall Canyon Mine,2007-08-13T15:17:52Z,"/* Collapse */ Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-13
1670386,Yellowdesk,12664642,150962799,150866096,0,Crandall Canyon Mine,2007-08-13T14:35:15Z,"Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-13
1670386,Yellowdesk,826786,150961823,150938721,0,All India Majlis-e-Ittehadul Muslimeen,2007-08-13T14:28:45Z,"/* Attack on Taslima Nasreen */ Event is concluded. Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].",NA,2007-08-13
1670386,Yellowdesk,12445847,150960819,150892319,0,2007 South Korean hostage crisis in Afghanistan,2007-08-13T14:22:59Z,"Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].",NA,2007-08-13
1670386,Yellowdesk,12647606,150882485,150693767,0,TrES-4b,2007-08-13T02:53:11Z,"Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].",NA,2007-08-13
1670386,Yellowdesk,12703387,150882278,150789433,0,Air Moorea Flight 1121,2007-08-13T02:51:45Z,"Merely news. Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].",NA,2007-08-13
1670386,Yellowdesk,9492386,150882218,150820070,0,Michael Savage,2007-08-13T02:51:12Z,"/* Controversy with the city of San Francisco */Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].",NA,2007-08-13
1670386,Yellowdesk,4424465,150881908,150352691,0,Daniel Gonzalez (spree killer),2007-08-13T02:48:55Z,"Mrerely news. Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].",NA,2007-08-13
1670386,Yellowdesk,3509861,150881807,150758105,0,Murry Bergtraum High School,2007-08-13T02:48:15Z,"Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-13
1670386,Yellowdesk,1457787,150881538,150486902,0,Kenny Richey,2007-08-13T02:46:31Z,"Merely news. Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].",NA,2007-08-13
1670386,Yellowdesk,1038096,150881426,150813663,0,James E. Faust,2007-08-13T02:45:40Z,Removed {{current}}. the {{recent death}} tag is sufficient.,NA,2007-08-13
1670386,Yellowdesk,963524,150881330,150574045,0,Paul Kanjorski,2007-08-13T02:44:59Z,"Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].",NA,2007-08-13
1670386,Yellowdesk,872922,150880770,150859187,0,"SCO Group, Inc. v. Novell, Inc.",2007-08-13T02:41:05Z,"Merely news. Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].",NA,2007-08-13
1670386,Yellowdesk,363784,150880656,150729412,0,Quorum of the Twelve Apostles (LDS Church),2007-08-13T02:40:16Z,"Merely news. Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].",NA,2007-08-13
1670386,Yellowdesk,7167577,150880325,150660817,0,Martin Luther King Jr. Outpatient Center,2007-08-13T02:37:57Z,"Merely news. Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].",NA,2007-08-13
1670386,Yellowdesk,10626556,150880159,150840994,0,First Presidency (LDS Church),2007-08-13T02:36:53Z,"Merely news. Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].",NA,2007-08-13
1670386,Yellowdesk,232186,150879332,150810707,0,M40 motorway,2007-08-13T02:30:40Z,"/* August 2007 Shooting */ µerely news. Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].",NA,2007-08-13
1670386,Yellowdesk,5604201,150878845,150780254,0,Pratibha Patil,2007-08-13T02:27:22Z,"No longer current. Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].",NA,2007-08-13
1670386,Yellowdesk,12742460,150878751,150860012,0,Lluís Maria Xirinacs,2007-08-13T02:26:46Z,"Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].",NA,2007-08-13
1670386,Yellowdesk,12740395,150878654,150849228,0,Mohammed Hegazy,2007-08-13T02:26:03Z,"Merely news. Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].",NA,2007-08-13
1670386,Yellowdesk,12708147,150877781,150738120,0,Wee Meng Chee,2007-08-13T02:20:04Z,"Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-13
1670386,Yellowdesk,47778505,150877719,150762373,0,Your Black Muslim Bakery,2007-08-13T02:19:44Z,"Removed {{Current}} tag, Merely news. Tag is  intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-13
1670386,Yellowdesk,236205,150877564,150772473,0,SCO Group,2007-08-13T02:18:40Z,"Removed {{Current}} tag, Merely news. Tag is intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-13
1670386,Yellowdesk,236185,150877463,150749302,0,"SCO Group, Inc. v. International Business Machines Corp.",2007-08-13T02:18:05Z,"Removed {{Current}} tag, Merely news. Tag is intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-13
1670386,Yellowdesk,1024843,150302214,150192132,0,David Hahn,2007-08-10T01:32:52Z,Replaced {{current}} with  {{current court case}}.,NA,2007-08-10
1670386,Yellowdesk,1191676,150301628,150285299,0,Geert Wilders,2007-08-10T01:28:43Z,"Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-10
1670386,Yellowdesk,1550334,150301180,150274647,0,Georgian–Ossetian conflict,2007-08-10T01:25:58Z,"Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-10
1670386,Yellowdesk,3268340,150300934,150294486,0,Jacksoul,2007-08-10T01:24:17Z,"Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-10
1670386,Yellowdesk,12680223,150300683,150221615,0,2007–08 OFC Champions League,2007-08-10T01:22:35Z,Changed {{current}} to {{current sport}},NA,2007-08-10
1670386,Yellowdesk,8654246,150300292,150189761,0,2007 Baja California state election,2007-08-10T01:20:14Z,"Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-10
1670386,Yellowdesk,12691929,150300163,150193885,0,AfroBasket 2007,2007-08-10T01:19:30Z,changed to {{current sport}},NA,2007-08-10
1670386,Yellowdesk,285510,150299913,150270190,0,New York City Subway,2007-08-10T01:17:56Z,"/* August 8, 2007 subway flood */ Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-10
1670386,Yellowdesk,185311,150299498,150224012,0,United States presidential primary,2007-08-10T01:15:25Z,"/* Calendar */ Added {{future election}}. Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-10
1670386,Yellowdesk,1473895,150117691,144346342,0,Citizens' Assembly on Electoral Reform (Ontario),2007-08-09T04:19:06Z,Replaced {{Ongoing|date=May 2007}} with {{update}}. Remove the {{update}} tag when the article is current.,NA,2007-08-09
1670386,Yellowdesk,2114518,150116894,149061378,0,Bain family murders,2007-08-09T04:13:15Z,Removed {{ongoing|date=May 2007}}. Replaced with  {{current court case}}.,NA,2007-08-09
1670386,Yellowdesk,17791,149911163,149757706,0,Liberia,2007-08-08T04:37:58Z,/* Extradition and trial of Charles Taylor */ Replaced {{current}} with {{current court case}},NA,2007-08-08
1670386,Yellowdesk,319765,149910914,149883811,0,Sunshine Policy,2007-08-08T04:36:05Z,"/* The Sunshine Policy in the Roh administration */ Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].",NA,2007-08-08
1670386,Yellowdesk,12573228,149910717,149897211,0,Power of Ten,2007-08-08T04:34:39Z,"Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-08
1670386,Yellowdesk,1503197,149910440,149849562,0,List of Country Music Hall of Fame inductees,2007-08-08T04:32:50Z,"Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-08
1670386,Yellowdesk,597844,149910354,149820148,0,Levitation (physics),2007-08-08T04:32:14Z,"Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-08
1670386,Yellowdesk,12669742,149910000,149896679,0,2007 Canadian broadcast television realignment,2007-08-08T04:29:41Z,"Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-08
1670386,Yellowdesk,12654745,149909875,149900659,0,Sovereignty claims in the Arctic,2007-08-08T04:28:55Z,"Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-08
1670386,Yellowdesk,73124,149909719,149901529,0,Tampa Bay Lightning,2007-08-08T04:27:48Z,"Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-08
1670386,Yellowdesk,4370670,149908835,149891745,0,Censure in the United States,2007-08-08T04:21:43Z,/* George W. Bush */ Removed {{Current|date=August 2007}}. Tag intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,173070,149908160,149557953,0,The Wall Street Journal,2007-08-08T04:16:29Z,/* News Corporation takeover */Removed {{Current-section|date=August 2007}}.  See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,20110751,149907737,149491161,0,Phil Spector,2007-08-08T04:13:37Z,/* Murder trial */ Removed  {{Current-section|date=April 2007}}. Replaced with {{current court case}}.,NA,2007-08-08
1670386,Yellowdesk,623439,149907235,149683655,0,Sheikh Hasina,2007-08-08T04:09:47Z,/* July 2007 Arrest */ REmoved {{Current-section|date=July 2007}}. Not current. See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,40067672,149906867,149449626,0,Azmi Bishara,2007-08-08T04:07:18Z,/* Resignation from Knesset and Suspicion of High Treason */ Removed {{Current-section|date=May 2007}}. See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,610543,149906532,146771305,0,Investment in post-invasion Iraq,2007-08-08T04:05:09Z,/* Current status of reconstruction */ Removed {{Current-section|date=April 2007}}. See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,50490,149906353,149726140,0,Cherokee,2007-08-08T04:03:55Z,/* Cherokee Freedmen */ Removed {{Current-section|date=May 2007}}. Tag is intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,4851599,149905218,147040633,0,Zhongshan Soccer Stadium,2007-08-08T03:55:14Z,/* Temporary close */ Removed {{Current-section|date=July 2007}}.   See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,4599869,149905078,147118444,0,Tony Mokbel,2007-08-08T03:54:00Z,/* Arrest in Greece */ {{Current-section|date=July 2007}}. Not current.  See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,1977638,149904987,147066455,0,André Boisclair,2007-08-08T03:53:10Z,/* Resignation as PQ Leader */   Removed {{Current-section|date=May 2007}}. Not current. See: [[Template talk:Current#Policy for using {{current}}]],NA,2007-08-08
1670386,Yellowdesk,1763276,149904790,141607859,0,Feral Tribune,2007-08-08T03:51:48Z,/* 2007 financial troubles */ Removed {{Current-section|date=June 2007}}. Not current.  See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,1487030,149904592,149873622,0,Michael Franks (musician),2007-08-08T03:50:22Z,/* 2007 tour */  Removed  See: {{current-section}}. See: [[Template talk:Current#Policy for using {{current}}]],NA,2007-08-08
1670386,Yellowdesk,1275943,149904375,149321580,0,Gunns,2007-08-08T03:48:54Z,/* Tamar Valley Pulp Mill */ Removed {{Current-section|date=May 2007}}.  See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,3294714,149901534,149890023,0,Peter Dupas,2007-08-08T03:29:10Z,/* Trial */ Replaced {{Current-section|date=June 2007}} with  {{current court case}},NA,2007-08-08
1670386,Yellowdesk,3424311,149901136,147784935,0,Alycia Lane,2007-08-08T03:26:24Z,/* Rich Eisen Bikini Affair */ Removed {{Current-section|date=May 2007}}.  See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,3774806,149901009,149745117,0,Bertie Ahern,2007-08-08T03:25:31Z,/* Admission of undeclared payments */ Removed {{Current-section|date=May 2007}}.  See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,5289743,149900727,135993372,0,Abdul Rauf Omar Mohammed Abu Al Qusin,2007-08-08T03:23:39Z,/* Zalita v. Bush */ Removed {{Current-section|date=May 2007}}. Not current.  See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,708254,149900073,147347399,0,"Surry County, Virginia",2007-08-08T03:19:11Z,/* Dog fighting investigation */ Removed {{Current-section|date=July 2007}}. Not current.  See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,1400321,149899907,146314254,0,Ministry of Internal Affairs (Ukraine),2007-08-08T03:17:54Z,/* Recent developments */ Removed {{Current-section|date=June 2007}}. Not current.  See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,1404274,149899723,148892160,0,Attack Retrieve Capture,2007-08-08T03:16:37Z,/* Termination */ Removed {{Current-section|date=July 2007}}. Not current.  See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,1970484,149899603,147676777,0,Congregation of Christian Brothers,2007-08-08T03:15:45Z,/* Organisational structure of the Christian Brothers */ Removed {{Current-section}}. Not current. See: [[Template talk:Current#Policy for using {{current}}]],NA,2007-08-08
1670386,Yellowdesk,3165858,149899350,148482120,0,Mudigonda,2007-08-08T03:13:56Z,"/* Police firing */Removed {{Current-section|date=July 2007}}. Not current. See tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].",NA,2007-08-08
1670386,Yellowdesk,5322409,149898707,144496685,0,Rail transport in Guatemala,2007-08-08T03:09:08Z,/* Suspension of operations in 2007 */ Removed {{current-section|date=July 2007}}. Tag intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]],NA,2007-08-08
1670386,Yellowdesk,9396843,149898457,147953036,0,Minimum wage law,2007-08-08T03:07:23Z,/* United States */ Removed {{current-section}} tag. The tag is intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,1250776,149897660,147620559,0,Roger Williams University,2007-08-08T03:02:15Z,/* Board of Trustees controversy */ Removed {{Current-section|date=July 2007}}. Not current.  See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,9949519,149897535,137214814,0,Losheng Sanatorium,2007-08-08T03:01:30Z,/* Debates and preservation movement */ Removed {{Current-section|date=May 2007}}. Not current.  See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,10278194,149897342,148865334,0,Medical Training Application Service,2007-08-08T03:00:15Z,/* Current political situation */ Removed {{Current-section|date=May 2007}}. Not current.  See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,8806210,149896929,149178615,0,Manhunt 2,2007-08-08T02:57:18Z,/* Controversy */ Removed  See: [[Template talk:Current#Policy for using {{current}}]]. Not current.  See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,12233489,149896656,149896431,0,Dog fighting in the United States,2007-08-08T02:55:23Z,"/* July 2007 South Holland, Illinois */ Removed {{Current section|date=July 2007}}.  See: [[Template talk:Current#Policy for using {{current}}]].",NA,2007-08-08
1670386,Yellowdesk,12233489,149896431,149887087,0,Dog fighting in the United States,2007-08-08T02:53:54Z,"/* Professional athletes, entertainers */ Removed {{Current section|date=July 2007}}.  See: [[Template talk:Current#Policy for using {{current}}]].",NA,2007-08-08
1670386,Yellowdesk,213199,149895690,147471906,0,Heather Mills,2007-08-08T02:48:48Z,/* Divorce */ Removed {{Current-section|date=July 2007}}. The tag is intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]],NA,2007-08-08
1670386,Yellowdesk,1059144,149894766,144970790,0,Webex,2007-08-08T02:42:15Z,/* Cisco Takeover */ {{Current-section|date=June 2007}}. Not current. Tag intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,976296,149894485,138894704,0,Lake Scugog,2007-08-08T02:40:18Z,"/* Fish deaths */  Removed {{Current-section|date=June 2007}}. Tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].",NA,2007-08-08
1670386,Yellowdesk,541782,149894250,149240353,0,EastLink (Melbourne),2007-08-08T02:38:47Z,"/* Construction progress */ Removed {{Current-section|date=July 2007}}. Tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].",NA,2007-08-08
1670386,Yellowdesk,707918,149893500,143216631,0,Noble Park railway station,2007-08-08T02:34:05Z,/* Underpass Closure */ Removed {{Current-section|date=June 2007}}. Not current. See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,11848909,149893132,143913269,0,Internal Troops of Ukraine,2007-08-08T02:31:40Z,/* Recent reorganisation attempts */ Removed {{Current-section|date=June 2007}}. Not current. See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,11186204,149892972,149850333,0,Reggae Rising,2007-08-08T02:30:42Z,/* 2006 Conflict */ Removed {{Current-section|date=May 2007}}. Not current. See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,11129774,149892756,149777728,0,Haleh Esfandiari,2007-08-08T02:29:27Z,/* Detention in Iran */ Removed {{Current-section|date=May 2007}}. Not current. See: [[Template talk:Current#Policy for using {{current}}]],NA,2007-08-08
1670386,Yellowdesk,10436741,149892491,149800823,0,Dera Sacha Sauda,2007-08-08T02:27:57Z,/* Criticism and Controversy */ Removed {{Current-section|date=May 2007}}. Not current. See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,4294582,149891167,145695256,0,PMTair,2007-08-08T02:19:25Z,/* Incidents and accidents */ Removed {{Current-section|date=June 2007}}. Not current.  See: [[Template talk:Current#Policy for using {{current}}]],NA,2007-08-08
1670386,Yellowdesk,2802549,149890946,148545421,0,DREAM Act,2007-08-08T02:18:04Z,/* Current Status */ Removed {{Current-section|date=July 2007}}. Merely news. See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,2115709,149890816,148917402,0,Long Way Round,2007-08-08T02:17:11Z,/* Other projects */ Removed {{Current-section|date=May 2007}}. See: [[Template talk:Current#Policy for using {{current}}]],NA,2007-08-08
1670386,Yellowdesk,2088693,149890559,149807772,0,Floyd Landis,2007-08-08T02:15:32Z,/* Doping investigation */ Removed {{Current-section|date=May 2007}}. Not current. See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,2087922,149890343,148441260,0,Blood doping,2007-08-08T02:14:10Z,/* Notable Blood Doping Cases */ Removed {{Current-section|date=July 2007}}. Not current. See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,5303393,149890009,147146042,0,New Talent Singing Awards Vancouver Audition,2007-08-08T02:12:07Z,/* New Talent Singing Awards Vancouver Audition 2007 */Removed  {{Current-section|date=June 2007}}. Not current. See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,18938099,149889727,146172748,0,Norman Finkelstein,2007-08-08T02:10:27Z,/* Finkelstein on Alan Dershowitz's ''The Case for Israel'' */ Removed {{Current-section|date=June 2007}}. Not current. See: [[Template talk:Current#Policy for using {{current}}]],NA,2007-08-08
1670386,Yellowdesk,9425466,149889419,148502195,0,HMS Sussex (1693),2007-08-08T02:08:31Z,/* Treasure hunt */ Removed {{Current-section|date=May 2007}}. Not current. See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,12280417,149888145,145219706,0,Kfar Shalem,2007-08-08T02:00:10Z,/* Current Status */ Removed {{Current-section|date=July 2007}}. Not current. See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,6768468,149887699,147964154,0,Fritz Moen,2007-08-08T01:57:12Z,/* Inquiry */ Removed  {{Current-section|date=June 2007}}. Not current.,NA,2007-08-08
1670386,Yellowdesk,12233489,149887087,149367890,0,Dog fighting in the United States,2007-08-08T01:53:28Z,"/* April 2007 Smithfield, Virginia */ {{Current section|date=July 2007}}. Tag intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-08
1670386,Yellowdesk,28722,149886738,149848749,0,Salman Rushdie,2007-08-08T01:50:50Z,/* Knighthood */ Removed {{Current-section|date=June 2007}}. Not current.  See: [[Template talk:Current#Policy for using {{current}}]],NA,2007-08-08
1670386,Yellowdesk,168212,149886606,149307859,0,Ehud Barak,2007-08-08T01:50:02Z,/* Return to  politics */ Removed {{CurrentSection|date=May 2007}}. Note: tag intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,80027,149886374,149715109,0,Rage Against the Machine,2007-08-08T01:48:33Z,/* Reunion (2007) */ Removed   {{Current-section|date=June 2007}}. See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,73140,149885825,149642260,0,Nashville Predators,2007-08-08T01:45:03Z,/* Tentative sale agreement and possible relocation */ Removed {{Current-section|date=June 2007}}. Merely news. See: [[Template talk:Current#Policy for using {{current}}]].,NA,2007-08-08
1670386,Yellowdesk,30981,149885570,149462576,0,Toronto Transit Commission,2007-08-08T01:43:27Z,/* 2007 budget crisis */ Removed {{current}} properly this time.  removed. See: [[Template talk:Current#Policy for using {{current}}]],NA,2007-08-08
1670386,Yellowdesk,23741,149885006,149606586,0,Philadelphia Phillies,2007-08-08T01:39:30Z,"/* 2007 */ Removed {{Current-section|date=June 2007}}  tag, intended for articles edited by hundreds on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-08
1670386,Yellowdesk,8972819,149710929,148226963,0,New Talent Singing Awards Toronto Audition,2007-08-07T05:57:33Z,/* NTSA Toronto 2007 flashing incident */ Removed {{Current-section|date=June 2007}}. Not current.,NA,2007-08-07
1670386,Yellowdesk,669097,149708187,149619841,0,Wharton State Forest,2007-08-07T05:37:59Z,"Removed {{Current}} tag, intended for articles edited by many on the same day. See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-07
1670386,Yellowdesk,3280431,149685521,149680467,0,Yusuf Bey,2007-08-07T03:17:21Z,Removed {{Current-related|date=August 2007}}. Not current.   Already linked to  [[Your Black Muslim Bakery]].,NA,2007-08-07
1670386,Yellowdesk,623439,149683655,148044766,0,Sheikh Hasina,2007-08-07T03:06:20Z,Removed {{Current-related|date=April 2007}}. Not current.,NA,2007-08-07
1670386,Yellowdesk,355478,149681841,148457496,0,Boris Berezovsky (businessman),2007-08-07T02:55:44Z,/* Assassination attempt in London */ Removed {{Current|date=July 2007}}. Not current.  See: [[Template talk:Current#Policy for using {{current}}]],NA,2007-08-07
1670386,Yellowdesk,2070088,149681683,149663366,0,Hal Fishman,2007-08-07T02:54:51Z,Removed {{Current}} tag. Merely news. Tag intended for articles edited by hundreds on the same day. See: [[Template talk:Current#Policy for using {{current}}]],NA,2007-08-07
1670386,Yellowdesk,507777,149681157,147240199,0,Nyongbyon Nuclear Scientific Research Center,2007-08-07T02:52:09Z,/* 2007 shutdown */ Removed {{Current|date=July 2007}}. Not current. Tag intended for articles edited by hundreds on the same day. See: [[Template talk:Current#Policy for using {{current}}]],NA,2007-08-07
1670386,Yellowdesk,1036546,149680858,148678521,0,HIV trial in Libya,2007-08-07T02:50:23Z,Removed {{Current|date=July 2007}}. This event has substantially concluded. See: [[Template talk:Current#Policy for using {{current}}]].,TRUE,2007-08-07
1670386,Yellowdesk,1133713,149680623,148753924,0,Coalition casualties in Afghanistan,2007-08-07T02:49:08Z,"Removed {{Current|date=May 2007}}. Although ongoing, not the intended use for the tag.   See: [[Template talk:Current#Policy for using {{current}}]]",NA,2007-08-07
1670386,Yellowdesk,181094,149680270,149598539,0,Ted Stevens,2007-08-07T02:47:04Z,/* Ethical issues and federal investigations */ Removed {{Current|date=August 2007}}. Merely news.  See: [[Template talk:Current#Policy for using {{current}}]],NA,2007-08-07
1670386,Yellowdesk,11870000,149680044,149175837,0,Operation Phantom Thunder,2007-08-07T02:45:40Z,Removed {{Current|date=June 2007}}. Tag intended for articles edited by hundreds on the same day. See: [[Template talk:Current#Policy for using {{current}}]],NA,2007-08-07
1670386,Yellowdesk,11919242,149679789,147823364,0,Operation Marne Torch,2007-08-07T02:44:08Z,Removed {{Current|date=June 2007}} tag. Tag intended for articles edited by hundreds on the same day. See: [[Template talk:Current#Policy for using {{current}}]],NA,2007-08-07
1670386,Yellowdesk,11905460,149679640,148864170,0,Operation Commando Eagle,2007-08-07T02:43:16Z,Removed {{Current|date=June 2007}}  tag. Tag intended for articles edited by hundreds on the same day. See: [[Template talk:Current#Policy for using {{current}}]],NA,2007-08-07
